FIPS,Common State Abbreviation,Rural Status Description,HPSA Postal Code,Provider Type,Common County Name,HPSA Degree of Shortage,HPSA Designation Population,HPSA Estimated Served Population,HPSA Score,HPSA Shortage
6029,CA,Rural,,,"Kern County, CA",Not applicable,50200.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6029,CA,Non-Rural,,,"Kern County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,,,,"Yuba County, CA",Not applicable,23800.0,,0,
6115,CA,Non-Rural,,,"Yuba County, CA",Not applicable,23800.0,,0,
6027,CA,Rural,93514-8058,,"Inyo County, CA",,1.0,,16,0.0
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6001,CA,Non-Rural,,Psychiatrist,"Alameda County, CA",Not applicable,45358.0,0.0,10,3.02
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,84361.0,23500.0,17,4.445
6099,CA,Partially Rural,,Psychiatrist,"Stanislaus County, CA",Not applicable,228354.0,144600.0,14,7.99
6039,CA,Partially Rural,,Psychiatrist,"Madera County, CA",Not applicable,143767.0,28000.0,16,8.18
6071,CA,Non-Rural,92394-0510,,"San Bernardino County, CA",12,3202.0,,21,1.6
6091,CA,Rural,,Psychiatrist,"Sierra County, CA",Not applicable,2990.0,0.0,11,0.2
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,146204.0,0.0,14,7.31
6043,CA,Rural,,Psychiatrist,"Mariposa County, CA",Not applicable,17779.0,0.0,19,1.19
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,39275.0,0.0,17,2.62
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,39275.0,0.0,17,2.62
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,39275.0,0.0,17,2.62
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,39275.0,0.0,17,2.62
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,39275.0,0.0,17,2.62
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,39275.0,0.0,17,2.62
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6079,CA,Non-Rural,,Psychiatrist,"San Luis Obispo County, CA",Not applicable,48354.0,36400.0,11,1.4
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6053,CA,Non-Rural,,Psychiatrist,"Monterey County, CA",Not applicable,113537.0,74950.0,13,3.8225
6009,CA,Rural,,Psychiatrist,"Calaveras County, CA",Not applicable,44223.0,30000.0,10,1.21
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,69317.0,20200.0,20,3.61
6065,CA,Rural,92225-2287,,"Riverside County, CA",12,4063.0,,21,2.03
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,10708.0,0.0,16,0.71
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,10708.0,0.0,16,0.71
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,10708.0,0.0,16,0.71
6037,CA,Non-Rural,,Psychiatrist,"Los Angeles County, CA",Not applicable,10708.0,0.0,16,0.71
6093,CA,Rural,,Psychiatrist,"Siskiyou County, CA",Not applicable,43724.0,28000.0,14,1.51
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6013,CA,Non-Rural,,Psychiatrist,"Contra Costa County, CA",Not applicable,58010.0,0.0,14,2.9
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6061,CA,Rural,,Psychiatrist,"Placer County, CA",Not applicable,12770.0,0.0,17,0.85
6105,CA,Rural,,Psychiatrist,"Trinity County, CA",Not applicable,13309.0,0.0,17,0.89
6071,CA,Non-Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,4845.0,0.0,12,0.24
6029,CA,Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6029,CA,Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6029,CA,Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6029,CA,Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6029,CA,Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6029,CA,Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6029,CA,Non-Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6029,CA,Rural,,Psychiatrist,"Kern County, CA",Not applicable,30999.0,0.0,20,2.07
6071,CA,Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,22546.0,0.0,15,1.13
6071,CA,Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,22546.0,0.0,15,1.13
6071,CA,Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,22546.0,0.0,15,1.13
6071,CA,Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,22546.0,0.0,15,1.13
6071,CA,Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,22546.0,0.0,15,1.13
6071,CA,Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,22546.0,0.0,15,1.13
6071,CA,Rural,,Psychiatrist,"San Bernardino County, CA",Not applicable,22546.0,0.0,15,1.13
6025,CA,Partially Rural,,Psychiatrist,"Imperial County, CA",Not applicable,166407.0,145000.0,12,3.84
6063,CA,Rural,,Psychiatrist,"Plumas County, CA",Not applicable,18363.0,0.0,18,1.22
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,12177.0,11600.0,11,0.23
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,12177.0,11600.0,11,0.23
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,12177.0,11600.0,11,0.23
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,12177.0,11600.0,11,0.23
6065,CA,Non-Rural,,Psychiatrist,"Riverside County, CA",Not applicable,12177.0,11600.0,11,0.23
6101,CA,Non-Rural,,Psychiatrist,"Sutter County, CA",Not applicable,93918.0,52000.0,15,3.66
6113,CA,Partially Rural,,Psychiatrist,"Yolo County, CA",Not applicable,83902.0,8000.0,19,5.19
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
6019,CA,Non-Rural,,Psychiatrist,"Fresno County, CA",Not applicable,58785.0,0.0,17,3.92
